X1,X2,X3,Y
5.6,41,3.06,25336
5.6,39,3.06,26358
6.0,38,3.06,26849
6.5,38,3.06,27045
7.0,36,3.06,27404
7.5,36,3.06,27411
8.0,35,3.06,27300
8.4,35,3.06,27132
9.4,34,3.06,26918
10.4,36,3.06,25459
11.5,34,3.06,25556
10.8,39,3.06,22836
10.6,41,3.06,22122
10.2,40,3.06,23008
9.9,39,3.06,23443
9.4,38,3.06,24124
9.1,40,3.06,23624
8.9,40,3.06,23466
8.8,40,3.06,23198
8.4,40,3.06,24028
8.3,40,3.06,24219
8.3,40,3.06,23785
8.2,44,3.06,22076
8.0,41,3.06,23356
7.8,41,3.06,23608
8.1,38,3.06,25218
9.0,37,3.06,25343
9.6,37,3.06,24924
11.2,35,3.06,25126
12.4,35,3.06,24693
15.8,31,3.06,25607
17.2,28,3.06,26914
16.8,29,3.06,26655
16.4,29,3.06,26834
16.0,29,3.06,26965
15.8,29,3.06,26988
15.3,30,3.06,27040
14.7,30,3.06,27036
14.4,30,3.06,26949
14.2,30,3.06,26841
13.9,31,3.06,26832
13.5,31,3.06,26870
13.1,31,3.06,26891
12.6,32,3.06,26921
12.0,32,3.06,26985
11.6,32,3.06,27049
11.0,33,3.06,27111
10.6,33,3.06,26966
10.3,34,3.06,26857
10.2,34,3.06,26392
10.7,34,3.06,26397
11.6,33,3.06,26589
12.7,32,3.06,26739
14.1,31,3.06,26804
15.6,29,3.06,26969
16.8,29,3.06,26829
17.4,28,3.06,26856
18.1,28,3.06,26951
18.4,27,3.06,27121
18.3,28,3.06,27051
17.8,28,3.06,27017
16.7,29,3.06,26778
15.8,29,3.06,26845
14.8,30,3.06,26654
14.2,31,3.06,26546
13.8,31,3.06,26801
13.2,32,3.06,26338
12.8,32,3.06,26885
12.4,32,3.06,27027
12.1,32,3.06,26294
11.7,33,3.06,26420
11.2,32,3.06,27082
10.8,34,3.06,26511
10.6,34,3.06,25952
11.0,34,3.06,26515
11.7,33,3.06,26071
13.2,32,3.06,25918
14.8,31,3.06,25890
15.1,31,3.06,26117
14.8,30,3.06,27181
14.6,30,3.06,26875
14.7,29,3.06,27483
14.4,30,3.06,27481
13.9,30,3.06,27452
13.3,30,3.06,27578
12.7,31,3.06,27608
12.4,31,3.06,27403
12.0,31,3.06,27514
11.6,32,3.06,27583
11.2,32,3.06,27893
11.1,32,3.06,27917
10.9,32,3.06,27931
10.6,32,3.06,27879
10.7,32,3.06,27878
10.5,32,3.06,27562
10.4,32,3.06,27789
10.4,32,3.06,27707
10.5,33,3.06,27643
10.6,32,3.06,27641
11.1,32,3.06,27594
11.8,32,3.06,27578
12.0,31,3.06,27541
12.4,31,3.06,27520
14.7,30,3.06,27551
16.8,28,3.06,27557
17.6,28,3.06,27338
16.8,29,3.06,26770
16.1,30,3.06,26370
15.3,30,3.06,27262
14.7,30,3.06,26980
14.1,30,3.06,26924
13.5,31,3.06,26880
12.8,32,3.06,26770
12.2,32,3.06,26691
11.6,33,3.06,26436
10.6,35,3.06,25628
10.1,36,3.06,24926
9.7,37,3.06,24783
9.3,38,3.06,24651
8.9,38,3.06,24601
8.6,38,3.06,24608
8.4,39,3.06,24584
8.5,39,3.06,24570
9.1,38,3.06,24769
9.7,37,3.06,24760
10.2,37,3.06,24462
11.0,36,3.06,24807
11.6,35,3.06,24962
11.9,35,3.06,25028
11.7,35,3.06,24653
11.4,36,3.06,24674
11.3,36,3.06,24746
10.9,36,3.06,24591
10.4,35,3.06,25584
10.2,36,3.06,24894
10.1,36,3.06,24707
9.9,37,3.06,24631
9.8,36,3.06,25257
9.7,36,3.06,25412
9.6,36,3.06,25417
9.6,37,3.06,24616
9.5,38,3.06,24187
9.4,37,3.06,25009
9.3,38,3.06,24767
9.1,38,3.06,24753
9.0,37,3.06,25450
8.9,38,3.06,25004
9.3,37,3.06,24992
10.5,36,3.06,24867
10.9,36,3.06,24698
11.8,34,3.06,25700
12.7,33,3.06,25582
13.8,32,3.06,25504
15.4,32,3.06,25039
15.7,32,3.06,25304
14.1,33,3.06,24907
13.5,33,3.06,24946
12.8,34,3.06,25065
12.1,34,3.06,25197
11.5,35,3.06,25232
10.9,35,3.06,25344
10.6,35,3.06,25400
10.6,36,3.06,24850
10.4,37,3.06,24170
10.2,37,3.06,24366
10.0,37,3.06,24894
9.7,37,3.06,24718
9.4,36,3.06,25493
9.2,38,3.06,24543
9.2,38,3.06,24760
9.3,38,3.06,24738
9.7,36,3.06,25726
10.6,36,3.06,24970
11.4,36,3.06,24558
13.0,34,3.06,24428
13.8,34,3.06,24422
15.1,33,3.06,24442
17.8,30,3.06,24722
15.4,32,3.06,24602
14.9,34,3.06,23476
14.1,36,3.06,22957
13.3,36,3.06,23633
12.6,35,3.06,24508
12.1,35,3.06,24809
11.4,36,3.06,24436
11.5,36,3.06,24170
11.2,36,3.06,24292
10.9,35,3.06,25228
10.0,36,3.06,25729
9.4,37,3.06,25366
9.2,34,3.06,27186
8.9,36,3.06,26389
8.6,38,3.06,24880
8.7,38,3.06,25136
9.0,39,3.06,23966
10.2,38,3.06,23776
11.6,38,3.06,23400
13.6,35,3.06,23754
15.1,34,3.06,23688
16.6,32,3.06,24197
17.3,30,3.06,25032
17.3,30,3.06,24843
16.7,30,3.06,25633
16.0,30,3.06,25855
15.4,31,3.06,26030
14.7,32,3.06,25588
14.0,32,3.06,25490
13.5,34,3.06,25020
13.0,35,3.06,24094
12.7,34,3.06,24765
12.3,33,3.06,25645
11.6,34,3.06,25932
10.6,35,3.06,25865
10.1,36,3.06,25196
9.8,37,3.06,25128
9.5,36,3.06,25867
9.0,36,3.06,25769
9.4,37,3.06,24895
10.3,36,3.06,25385
11.6,34,3.06,25265
13.0,34,3.06,25193
14.5,32,3.06,25302
15.7,30,3.06,26225
17.5,30,3.06,25797
17.9,30,3.06,25591
18.5,29,3.06,25602
18.6,29,3.06,25515
18.0,29,3.06,26000
17.2,30,3.06,25480
16.3,31,3.06,25393
15.4,31,3.06,25500
15.1,32,3.06,25219
14.6,33,3.06,24944
13.9,33,3.06,24835
13.4,34,3.06,24616
13.1,34,3.06,24680
12.5,36,3.06,23933
11.9,36,3.06,24290
11.3,36,3.06,24165
10.8,37,3.06,23889
10.5,38,3.06,23493
10.4,38,3.06,23425
10.8,38,3.06,23288
11.0,39,3.06,23068
11.2,39,3.06,22884
11.2,38,3.06,22953
11.4,39,3.06,22781
11.5,39,3.06,22564
11.6,39,3.06,22310
11.5,39,3.06,22199
11.5,40,3.06,22100
11.4,39,3.06,22348
11.3,39,3.06,22358
11.1,40,3.06,22100
11.0,40,3.06,21959
10.8,41,3.06,21680
10.6,41,3.06,21660
10.3,42,3.06,21580
10.2,42,3.06,21440
10.1,43,3.06,21336
10.0,43,3.06,21372
9.8,43,3.06,21320
9.8,43,3.06,21284
9.7,43,3.06,21222
9.6,45,3.03,20656
9.6,44,3.03,20649
9.7,44,3.03,20724
9.8,44,3.06,20783
10.0,44,3.03,20526
10.2,44,3.03,20462
10.5,44,3.03,20410
10.6,44,3.03,20248
10.5,44,3.03,20249
10.3,45,3.03,20062
10.3,46,3.03,19794
10.1,46,3.03,19724
9.9,46,3.03,19829
9.7,46,3.03,19820
9.5,47,3.03,19810
9.3,47,3.03,19822
9.1,48,3.03,19647
9.0,48,3.03,19624
8.9,48,3.03,19520
8.9,49,3.03,19214
8.9,49,3.03,19160
8.9,49,3.03,19122
8.8,49,3.03,19120
8.8,49,3.03,19266
8.8,49,3.03,19369
9.0,48,3.03,19402
9.4,48,3.03,19283
10.0,47,3.03,19218
10.1,48,3.03,19092
10.3,47,3.03,19193
10.4,47,3.03,19104
10.7,47,3.03,19138
10.9,46,3.03,19091
11.4,46,3.03,18979
11.8,46,3.03,18835
11.9,46,3.03,18816
11.6,46,3.03,18936
11.4,46,3.03,18986
11.2,46,3.03,18984
10.9,47,3.03,18979
10.7,47,3.03,19008
10.6,47,3.03,18960
10.4,48,3.03,18971
10.3,48,3.03,18945
10.0,48,3.03,18876
9.6,49,3.03,18820
9.2,49,3.03,18842
8.9,50,3.03,18647
8.6,50,3.03,18823
8.9,50,3.03,18845
9.6,50,3.03,18656
10.8,48,3.03,18636
12.7,46,3.03,18642
15.2,43,3.03,18717
16.8,41,3.03,18797
17.9,40,3.03,18937
18.9,38,3.03,19077
18.2,39,3.03,18995
17.7,40,3.03,19074
17.1,40,3.03,19021
16.4,41,3.03,18907
15.6,42,3.03,18847
14.9,43,3.03,18788
14.1,44,3.03,18586
13.7,45,3.03,18605
13.2,46,3.03,18197
12.7,47,3.03,18055
12.4,48,3.03,18080
12.1,48,3.03,18126
11.9,48,3.03,18182
11.5,49,3.03,17906
11.2,50,3.03,17654
11.0,51,3.03,17468
11.4,50,3.03,17445
12.2,49,3.03,17511
13.2,49,3.03,16988
14.6,47,3.03,17244
16.9,44,3.03,17308
18.0,43,3.03,17620
18.2,41,3.03,18087
19.7,39,3.03,18418
20.8,38,3.03,18395
20.3,40,3.03,18133
19.6,39,3.03,18510
18.9,40,3.03,18576
17.8,42,3.03,17946
16.7,44,3.03,17546
16.4,44,3.03,17858
15.9,44,3.03,17749
15.5,45,3.03,17646
15.3,45,3.03,17608
15.0,47,3.03,17294
14.8,47,3.03,17100
14.5,48,3.03,16964
14.2,48,3.03,16904
13.8,49,3.03,16772
13.6,50,3.03,16758
13.6,50,3.03,16691
13.6,50,3.03,16497
13.5,51,3.03,16335
13.6,52,3.03,16119
14.2,51,3.03,16030
16.1,50,3.03,15709
18.5,46,3.03,16129
20.5,43,3.03,16571
20.5,42,3.03,16764
21.1,42,3.03,16720
20.2,44,3.03,16487
19.8,44,3.03,16200
19.4,44,3.03,16478
18.3,46,3.03,16228
17.6,47,3.03,16223
17.0,47,3.03,16226
17.5,47,3.03,16080
17.0,48,3.03,15958
17.0,48,3.03,15827
16.7,49,3.03,15840
16.3,50,3.03,15754
15.8,50,3.03,15800
15.4,50,3.03,15775
14.9,51,3.03,15879
14.8,50,3.03,15946
15.1,50,3.03,15882
15.7,50,3.03,15854
16.6,49,3.03,15873
17.8,47,3.03,15940
19.1,45,3.03,16139
19.0,46,3.03,16002
18.4,47,3.03,15812
19.6,45,3.03,16125
20.7,44,3.03,16328
20.5,44,3.03,16279
19.8,44,3.03,16198
18.9,46,3.03,15988
18.1,48,3.03,15800
17.5,48,3.03,15699
17.2,49,3.03,15594
16.6,50,3.03,15448
16.1,51,3.03,15469
15.4,52,3.03,15209
15.0,54,3.03,15030
14.5,56,3.03,14501
14.3,55,3.03,14808
14.1,56,3.03,14576
14.0,56,3.03,14559
14.0,57,3.03,14480
13.8,58,3.03,14190
13.8,59,3.03,14136
14.0,58,3.03,14108
15.3,56,3.03,14290
17.1,52,3.03,14517
17.9,52,3.03,14663
17.7,52,3.03,14591
17.0,53,3.03,14459
16.0,55,3.03,14271
15.3,56,3.03,14125
15.3,56,3.03,14169
14.8,58,3.03,13867
14.2,60,3.03,13745
13.8,60,3.03,13792
13.6,60,3.03,13828
13.3,60,3.03,13788
13.1,61,3.03,13817
12.8,61,3.03,13823
12.5,62,3.03,13785
12.5,62,3.03,13773
12.3,62,3.03,13737
12.2,63,3.03,13724
12.2,63,3.03,13704
12.2,63,3.03,13684
12.3,64,3.03,13491
12.4,64,3.03,13477
12.7,63,3.03,13488
13.1,63,3.03,13242
14.1,61,3.03,13378
15.9,57,3.03,13813
17.8,53,3.03,14357
18.5,51,3.03,14533
18.0,52,3.03,14575
17.1,52,3.03,14773
16.7,53,3.03,14689
16.2,53,3.03,14610
15.8,56,3.03,14286
15.3,56,3.03,14111
14.9,58,3.03,13917
14.6,58,3.03,13926
14.0,59,3.03,14046
13.9,59,3.03,14046
13.7,59,3.03,14028
13.5,60,3.03,13948
13.3,60,3.03,13935
13.3,60,3.03,14008
13.2,60,3.03,14060
13.2,58,3.03,14296
13.4,58,3.03,14362
13.6,58,3.03,14393
13.8,58,3.03,14184
14.3,57,3.03,14270
14.6,56,3.03,14378
14.9,56,3.03,14384
15.4,55,3.03,14517
15.7,54,3.03,14496
15.9,55,3.03,14414
16.0,54,3.03,14477
15.9,54,3.03,14444
15.5,55,3.03,14468
15.0,55,3.03,14592
14.6,56,3.03,14525
14.3,57,3.03,14350
14.0,57,3.03,14358
13.7,58,3.03,14264
13.5,58,3.03,14254
13.4,59,3.03,14272
13.3,59,3.03,14289
13.0,60,3.03,14164
12.7,60,3.03,14147
12.5,60,3.03,14206
12.6,60,3.03,14172
13.1,60,3.03,14120
14.1,58,3.03,14257
14.9,56,3.03,14306
15.5,55,3.03,14419
16.0,54,3.03,14400
16.2,54,3.03,14413
16.4,54,3.03,14480
16.7,53,3.03,14463
17.2,53,3.03,14498
17.1,53,3.03,14449
16.6,54,3.03,14420
16.0,54,3.03,14434
15.6,55,3.03,14377
15.3,56,3.03,14341
15.0,56,3.03,14358
14.8,56,3.03,14343
14.6,56,3.03,14370
14.4,56,3.03,14444
14.2,56,3.03,14499
13.9,58,3.03,14309
13.7,59,3.03,14169
13.4,59,3.03,14196
13.0,59,3.03,14251
13.0,59,3.03,14367
13.3,58,3.03,14359
13.6,58,3.03,14301
14.4,57,3.03,14446
14.9,56,3.03,14367
15.4,56,3.03,14309
16.4,54,3.03,14386
17.5,52,3.03,14474
18.0,51,3.03,14631
17.1,53,3.03,14536
16.8,53,3.03,14486
16.3,54,3.03,14408
15.8,54,3.03,14516
15.0,56,3.03,14378
14.7,58,3.03,13980
14.5,58,3.03,14014
14.3,58,3.03,14210
13.8,58,3.03,14190
13.5,59,3.03,14180
13.2,60,3.03,14162
12.9,60,3.03,14188
12.5,61,3.03,14048
12.1,63,3.03,13800
11.9,62,3.03,13876
12.1,62,3.03,13992
12.9,60,3.03,14023
14.4,58,3.03,14043
16.9,54,3.03,14212
18.8,51,3.03,14534
18.8,50,3.03,14770
18.2,51,3.03,14728
18.8,50,3.03,14601
19.4,50,3.03,14589
19.2,50,3.03,14665
18.7,51,3.03,14583
18.1,51,3.03,14697
17.3,53,3.03,14468
16.8,54,3.03,14336
16.2,54,3.03,14407
15.7,55,3.03,14296
15.0,57,3.03,14207
14.4,56,3.03,14373
13.8,58,3.03,14222
13.2,60,3.03,14063
12.8,61,3.03,13927
12.4,62,3.03,13871
12.0,63,3.03,13743
11.7,64,3.03,13652
11.9,63,3.03,13793
12.6,61,3.03,13842
14.1,58,3.03,14100
16.5,54,3.03,14366
18.8,51,3.03,14501
20.6,48,3.03,14848
20.1,48,3.03,15015
21.1,47,3.03,14946
21.0,48,3.03,14798
21.2,48,3.03,14600
20.9,48,3.03,14718
19.7,48,3.03,14902
18.6,50,3.03,14852
17.5,53,3.03,14342
17.0,54,3.03,14213
16.5,54,3.03,14324
15.7,55,3.03,14374
14.9,56,3.03,14282
14.3,56,3.03,14471
13.7,58,3.03,14370
13.5,57,3.03,14507
13.3,58,3.03,14416
12.9,59,3.03,14307
12.6,61,3.03,14026
12.7,60,3.03,14145
13.5,58,3.03,14347
15.0,56,3.03,14450
15.9,54,3.03,14506
17.7,52,3.03,14587
19.4,49,3.03,14850
20.4,48,3.03,14913
20.9,47,3.03,15076
20.7,48,3.03,14896
20.0,48,3.03,14805
19.3,48,3.03,15019
18.5,50,3.03,14875
17.4,52,3.03,14583
16.4,54,3.03,14357
15.6,55,3.03,14362
15.0,56,3.03,14305
14.9,56,3.03,14342
14.6,57,3.03,14342
14.3,57,3.03,14336
14.1,57,3.03,14322
13.9,58,3.03,14299
13.6,58,3.03,14296
13.2,59,3.03,14302
13.1,59,3.03,14322
13.2,59,3.03,14221
13.9,57,3.03,14457
14.8,54,3.03,14844
15.5,54,3.03,14865
16.8,52,3.03,14929
18.8,49,3.03,15109
19.3,48,3.03,15140
19.8,49,3.03,14756
20.0,49,3.03,14580
20.3,48,3.03,14844
19.7,49,3.03,14774
19.0,50,3.03,14845
18.6,50,3.03,14777
18.1,50,3.03,14781
17.6,53,3.03,14355
17.1,53,3.03,14536
16.7,54,3.03,14281
16.4,54,3.03,14232
16.1,55,3.03,14204
15.9,55,3.03,14321
15.6,55,3.03,14294
15.5,56,3.03,14240
15.2,56,3.03,14316
15.1,56,3.03,14338
14.9,56,3.03,14317
14.8,57,3.03,14228
15.1,56,3.03,14170
15.7,55,3.03,14259
16.2,55,3.03,14246
16.9,54,3.03,14234
17.0,54,3.03,14293
16.9,54,3.03,14357
17.3,54,3.03,14254
17.6,53,3.03,14317
17.7,53,3.03,14203
17.4,54,3.03,14108
16.8,55,3.03,14026
16.4,55,3.03,14025
15.9,56,3.03,13995
15.5,57,3.03,13991
15.3,57,3.03,13994
15.0,58,3.03,13996
14.8,59,3.03,13728
14.6,59,3.03,13712
14.1,60,3.03,13639
13.7,62,3.03,13387
13.0,62,3.03,13500
12.3,63,3.03,13532
12.2,64,3.03,13530
12.3,63,3.03,13573
12.4,63,3.03,13628
12.9,62,3.03,13634
14.1,60,3.03,13654
15.5,59,3.03,13520
16.8,56,3.03,13683
17.3,56,3.03,13668
16.7,57,3.03,13514
16.6,58,3.03,13425
16.5,58,3.03,13382
15.9,58,3.03,13504
15.3,59,3.03,13466
14.7,60,3.03,13439
14.1,61,3.03,13444
13.5,62,3.03,13342
13.3,62,3.03,13587
13.0,62,3.03,13480
12.7,63,3.03,13476
12.3,64,3.03,13407
11.9,64,3.03,13410
11.6,65,3.03,13386
11.2,64,3.03,13682
11.0,64,3.03,13865
11.1,64,3.03,13872
11.6,63,3.03,13954
12.8,60,3.03,14002
14.1,58,3.03,14052
14.4,58,3.03,14070
15.0,57,3.03,14152
15.5,56,3.03,14277
15.7,54,3.03,14454
15.7,54,3.03,14596
15.6,54,3.03,14588
15.1,55,3.03,14551
14.6,56,3.03,14381
13.9,58,3.03,14188
13.3,59,3.03,14113
12.7,60,3.03,14100
12.2,61,3.03,14050
11.6,62,3.03,14027
11.2,63,3.03,14087
10.7,64,3.03,14125
10.2,65,3.03,14001
9.8,65,3.03,14015
9.5,66,3.03,14001
9.3,66,3.03,13995
9.2,67,3.03,14014
9.5,66,3.03,13963
10.1,65,3.03,13982
11.8,62,3.03,14110
13.4,59,3.03,14209
15.3,55,3.03,14411
17.2,52,3.03,14559
18.8,50,3.03,14667
20.7,47,3.03,15198
20.4,47,3.03,15142
19.7,49,3.03,14827
18.9,50,3.03,14556
18.2,52,3.03,14449
17.1,53,3.03,14434
16.3,55,3.03,14196
15.5,56,3.03,14112
14.5,58,3.03,14040
13.9,58,3.03,14131
13.3,60,3.03,14038
12.7,61,3.03,13890
12.1,64,3.03,13604
11.7,64,3.03,13673
11.3,64,3.03,13704
10.6,64,3.03,13919
10.4,65,3.03,13853
10.7,65,3.03,13814
11.6,62,3.03,13991
13.4,60,3.03,13994
15.3,56,3.03,14078
18.1,52,3.03,14387
19.3,51,3.03,14438
20.8,48,3.03,14581
20.9,48,3.03,14690
20.3,48,3.03,14833
19.7,49,3.03,14796
19.6,49,3.03,14757
19.1,50,3.03,14679
18.4,51,3.03,14611
17.5,53,3.03,14370
16.5,54,3.03,14280
15.9,56,3.03,14253
15.5,55,3.03,14384
15.2,56,3.03,14274
14.8,56,3.03,14304
14.3,58,3.03,14229
13.8,58,3.03,14198
13.4,59,3.03,14066
12.9,61,3.03,13850
12.8,60,3.03,13979
13.0,61,3.03,13820
13.6,60,3.03,13835
15.0,56,3.03,14299
16.8,53,3.03,14482
19.7,48,3.03,14930
21.8,46,3.03,15262
23.2,44,3.03,15326
22.1,46,3.03,15064
22.4,46,3.03,14736
22.4,46,3.03,14805
22.0,47,3.03,14758
21.2,48,3.03,14824
19.7,49,3.03,14925
18.6,50,3.03,14974
17.9,51,3.03,14772
16.9,53,3.03,14650
16.3,54,3.03,14414
15.7,54,3.03,14464
15.1,56,3.03,14379
14.4,57,3.03,14409
14.1,56,3.03,14532
13.8,57,3.03,14447
13.2,58,3.03,14419
13.1,58,3.03,14398
13.5,58,3.03,14446
14.3,56,3.03,14476
15.9,55,3.03,14382
17.2,54,3.03,14196
18.5,52,3.03,14151
20.4,49,3.03,14446
22.0,46,3.03,14922
22.4,46,3.03,15040
22.9,46,3.03,14898
23.0,46,3.03,14686
22.5,46,3.03,14889
21.9,47,3.03,14789
20.9,47,3.03,14976
19.8,48,3.03,14928
19.1,49,3.03,14793
18.3,50,3.03,14898
17.6,51,3.03,14923
16.9,52,3.03,14792
16.2,52,3.03,14828
15.3,54,3.03,14670
14.9,56,3.03,14391
14.4,58,3.03,14043
14.0,60,3.03,13836
13.7,60,3.03,13796
14.2,60,3.03,13773
14.9,58,3.03,13914
15.4,56,3.03,14097
16.5,56,3.03,13732
17.4,55,3.03,13877
17.4,56,3.03,13686
18.6,53,3.03,14047
18.9,52,3.03,14113
18.6,52,3.03,14334
17.9,52,3.03,14347
17.3,53,3.03,14296
16.4,54,3.03,14292
15.6,56,3.03,14121
15.3,56,3.03,14336
14.9,56,3.03,14221
14.5,57,3.03,14278
14.3,57,3.03,14301
14.1,57,3.03,14297
14.0,58,3.03,14320
13.7,58,3.03,14308
13.5,58,3.03,14231
13.4,58,3.03,14250
13.6,59,3.03,14067
13.2,61,3.03,13791
13.0,59,3.03,14236
13.4,58,3.03,14404
14.3,58,3.03,14117
16.0,54,3.03,14473
18.5,50,3.03,14774
19.8,49,3.03,14912
21.0,46,3.03,15060
21.9,48,3.03,14462
22.1,48,3.03,14327
22.1,49,3.03,14150
21.7,49,3.03,14174
21.0,50,3.03,14022
20.0,50,3.03,14381
19.2,52,3.03,13976
18.6,53,3.03,13988
18.0,54,3.03,13971
17.5,54,3.03,13916
17.1,55,3.03,13912
16.0,57,3.03,13754
15.4,59,3.03,13511
15.4,59,3.03,13480
15.5,60,3.03,13279
14.9,61,3.03,13105
14.8,61,3.03,13263
15.1,61,3.03,13180
15.4,58,3.03,13800
16.6,55,3.03,13976
19.1,52,3.03,14052
19.6,51,3.03,14253
20.9,50,3.03,14184
21.2,50,3.03,14094
22.4,48,3.03,14431
23.2,46,3.03,14792
23.1,48,3.03,14234
22.1,47,3.03,14642
21.3,48,3.03,14574
20.7,50,3.03,14250
20.0,50,3.03,14332
19.4,51,3.03,14304
18.8,52,3.03,14245
18.2,52,3.03,14261
17.5,53,3.03,14407
16.9,54,3.03,14267
16.4,55,3.03,14181
15.8,56,3.03,14106
15.3,56,3.03,14330
14.9,56,3.03,14386
14.8,57,3.03,14166
15.2,56,3.03,14330
16.4,54,3.03,14359
18.2,52,3.03,14532
20.4,49,3.03,14630
21.8,46,3.03,14910
22.6,45,3.03,15160
23.6,44,3.03,15079
24.4,43,3.03,15218
24.2,43,3.03,15269
23.8,43,3.03,15410
22.9,44,3.03,15226
21.8,46,3.03,15215
20.0,48,3.03,15038
18.7,50,3.03,14752
18.1,52,3.03,14508
17.3,54,3.03,14188
16.9,54,3.03,14182
16.0,54,3.03,14533
15.7,54,3.03,14506
15.1,55,3.03,14549
14.5,56,3.03,14646
14.2,56,3.03,14559
13.8,58,3.03,14400
13.8,58,3.03,14309
14.1,57,3.03,14498
15.1,55,3.03,14630
17.3,51,3.03,14886
19.4,48,3.03,15068
21.7,45,3.03,15369
22.0,46,3.03,15130
23.5,44,3.03,15317
23.4,44,3.03,15336
24.1,44,3.03,15123
23.5,46,3.03,14700
22.8,48,3.03,14251
21.9,48,3.03,14567
20.7,48,3.03,14670
19.8,49,3.03,14735
18.9,50,3.03,14675
18.3,51,3.03,14676
17.6,50,3.03,14987
16.7,52,3.03,14699
16.0,54,3.03,14611
15.6,54,3.03,14692
15.2,56,3.03,14352
14.7,57,3.03,14274
14.4,57,3.03,14304
14.3,57,3.03,14333
14.7,56,3.03,14442
15.8,54,3.03,14613
17.3,52,3.03,14720
19.5,49,3.03,14844
19.7,48,3.03,14976
21.0,47,3.03,15016
22.3,45,3.03,15113
23.0,45,3.03,15138
23.1,44,3.03,15073
22.3,47,3.03,14694
21.0,48,3.03,14522
20.1,49,3.03,14546
19.1,50,3.03,14720
18.0,50,3.03,15196
17.2,50,3.03,15260
16.6,50,3.03,15561
16.0,51,3.03,15454
15.6,52,3.03,15310
15.2,52,3.03,15218
15.0,53,3.03,15021
14.3,55,3.03,14965
14.2,54,3.03,15044
14.0,54,3.03,15166
14.0,54,3.03,15123
14.1,53,3.03,15360
14.1,54,3.03,15253
14.6,54,3.03,15162
15.0,53,3.03,15104
14.9,53,3.03,15104
14.9,53,3.03,15121
14.9,53,3.03,15132
15.2,52,3.03,15434
15.6,51,3.03,15427
15.4,51,3.03,15521
15.2,52,3.03,15511
14.7,52,3.03,15482
14.1,54,3.03,15355
13.3,55,3.03,15196
12.6,56,3.03,15170
12.5,56,3.03,15313
12.1,56,3.03,15254
11.6,57,3.03,15340
11.3,57,3.03,15326
11.2,57,3.03,15466
11.0,58,3.03,15322
10.7,59,3.03,15228
10.4,59,3.03,15274
10.4,59,3.03,15350
10.9,58,3.03,15336
12.3,56,3.03,15192
13.5,54,3.03,15304
15.5,51,3.03,15459
18.0,48,3.03,15608
19.5,46,3.03,15838
20.2,47,3.03,15340
21.0,46,3.03,15142
21.2,46,3.03,15187
20.7,47,3.03,14968
20.0,47,3.03,15235
18.8,48,3.03,15258
17.8,50,3.03,15122
16.6,52,3.03,15008
15.8,51,3.03,15450
15.1,52,3.03,15396
14.2,53,3.03,15445
13.5,54,3.03,15512
13.1,55,3.03,15417
12.5,58,3.03,14843
12.0,58,3.03,14826
11.7,58,3.03,14954
11.2,57,3.03,15416
11.1,56,3.03,15700
11.5,56,3.03,15703
12.8,54,3.03,15794
13.8,52,3.03,15878
15.7,49,3.03,16090
17.3,47,3.03,16106
18.8,46,3.03,15992
19.8,45,3.03,16142
21.0,42,3.03,16680
21.4,42,3.03,16749
21.2,43,3.03,16356
20.3,42,3.03,16816
18.9,44,3.03,16533
17.5,46,3.03,16421
16.5,48,3.03,16211
15.6,49,3.03,16058
14.8,51,3.03,15879
14.3,51,3.03,16066
13.6,51,3.03,16420
13.0,50,3.03,16709
12.6,51,3.03,16701
12.1,52,3.03,16490
11.7,53,3.03,16440
11.3,54,3.03,16298
11.3,54,3.03,16301
11.8,54,3.03,16192
12.9,52,3.03,16404
14.8,49,3.03,16325
17.0,47,3.03,16298
17.8,46,3.03,16144
18.5,47,3.03,15812
18.9,45,3.03,16312
20.7,43,3.03,16426
21.2,44,3.03,15921
20.6,44,3.03,16211
19.9,43,3.03,16733
18.3,45,3.03,16662
16.8,46,3.03,16613
15.8,48,3.03,16553
15.0,49,3.03,16450
14.4,49,3.03,16610
14.1,50,3.03,16238
13.8,52,3.03,15760
13.2,52,3.03,16242
12.8,52,3.03,16269
12.2,53,3.03,16328
11.8,53,3.03,16500
11.4,54,3.03,16294
11.3,56,3.03,15585
11.8,56,3.03,15524
12.7,56,3.03,15152
14.9,54,3.03,14990
18.0,50,3.03,15068
20.1,46,3.03,15682
21.6,44,3.03,15978
22.9,41,3.03,16470
23.8,39,3.03,16970
23.6,40,3.03,16428
23.5,40,3.03,16588
22.6,41,3.03,16549
21.6,42,3.03,16472
20.6,44,3.03,16301
19.8,45,3.03,16138
18.7,46,3.03,15981
18.0,49,3.03,15470
16.9,51,3.03,15008
16.1,53,3.03,14830
15.6,53,3.03,14938
15.1,55,3.03,14604
14.7,53,3.03,15368
14.0,50,3.03,16378
13.5,51,3.03,16339
13.6,51,3.03,16260
14.0,50,3.03,16297
15.5,51,3.03,15757
17.8,47,3.03,16082
19.4,44,3.03,16440
18.9,44,3.03,16541
19.2,44,3.03,16688
19.2,44,3.03,16668
19.8,44,3.03,16570
19.9,44,3.03,16632
19.6,44,3.03,16548
19.2,45,3.03,16400
18.6,44,3.03,16967
17.9,45,3.03,16664
17.2,46,3.03,16700
16.8,46,3.03,16882
16.6,47,3.03,16466
16.3,48,3.03,16386
16.1,47,3.03,16677
15.9,48,3.03,16366
